SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,AVAILABLE_FLAG
2024-25,1610612742,DAL,Dallas Mavericks,0022400153,2024-11-03T00:00:00,DAL vs. ORL,W,48.0,105.8,106.9,82.2,84.2,23.5,22.8,0.595,1.32,18.0,0.283,0.698,0.523,0.188,0.553,0.568,102.7,101.0,84.17,101,0.672,1,1,1,1,15,133,3,10,120,144,94,108,96,59,161,67,102,81,4,1
2024-25,1610612753,ORL,Orlando Magic,0022400153,2024-11-03T00:00:00,ORL @ DAL,L,48.0,82.2,84.2,105.8,106.9,-23.5,-22.8,0.613,1.27,13.7,0.302,0.717,0.477,0.149,0.376,0.419,102.7,101.0,84.17,101,0.328,1,94,94,94,15,184,54,177,109,148,174,90,79,126,97,185,183,81,183,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400151,2024-11-03T00:00:00,BKN vs. DET,L,48.0,97.2,98.9,105.5,112.8,-8.3,-13.8,0.719,1.64,18.9,0.136,0.605,0.368,0.151,0.514,0.543,97.5,93.5,77.92,93,0.407,1,94,94,94,15,171,92,157,31,109,65,183,171,185,103,119,125,177,162,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400152,2024-11-03T00:00:00,NOP vs. ATL,L,48.0,112.3,113.3,126.9,128.6,-14.6,-15.3,0.564,1.22,15.8,0.385,0.667,0.505,0.184,0.522,0.562,99.0,98.0,81.67,98,0.399,1,94,94,94,15,90,176,160,142,155,147,26,133,82,156,110,110,123,168,1
2024-25,1610612765,DET,Detroit Pistons,0022400151,2024-11-03T00:00:00,DET @ BKN,W,48.0,105.5,112.8,97.2,98.9,8.3,13.8,0.676,1.19,18.5,0.395,0.864,0.632,0.223,0.552,0.599,97.5,93.5,77.92,94,0.593,1,1,1,1,15,95,16,30,60,158,76,16,3,2,181,70,56,177,25,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400152,2024-11-03T00:00:00,ATL @ NOP,W,48.0,126.9,128.6,112.3,113.3,14.6,15.3,0.58,1.81,20.9,0.333,0.615,0.495,0.163,0.653,0.675,99.0,98.0,81.67,98,0.601,1,1,1,1,15,11,97,27,132,90,32,53,160,104,120,4,2,123,19,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400141,2024-11-02T00:00:00,CHA vs. BOS,L,48.0,102.0,106.2,111.5,116.5,-9.5,-10.3,0.6,1.85,17.9,0.25,0.681,0.455,0.134,0.533,0.542,101.1,97.0,80.83,97,0.429,1,94,94,94,15,135,125,142,117,87,97,134,119,161,68,96,127,143,142,1
2024-25,1610612744,GSW,Golden State Warriors,0022400144,2024-11-02T00:00:00,GSW @ HOU,W,53.0,121.0,118.7,109.4,113.1,11.5,5.6,0.65,1.86,18.2,0.255,0.636,0.478,0.131,0.609,0.635,97.6,96.91,80.75,107,0.554,1,1,1,1,1,47,95,65,81,84,86,131,148,124,61,22,30,149,56,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400150,2024-11-02T00:00:00,OKC @ LAC,W,48.0,103.6,105.0,89.8,92.0,13.8,13.0,0.694,2.08,19.1,0.12,0.736,0.437,0.12,0.524,0.568,101.9,100.0,83.33,100,0.555,1,1,1,1,15,140,6,36,45,54,59,186,61,172,45,105,98,97,55,1
2024-25,1610612748,MIA,Miami Heat,0022400147,2024-11-02T00:00:00,MIA @ WAS,W,48.0,111.8,114.6,94.0,95.1,17.8,19.4,0.442,1.36,12.9,0.391,0.807,0.587,0.136,0.495,0.524,104.9,103.0,85.83,103,0.543,1,1,1,1,15,76,10,14,182,140,180,19,19,7,73,138,150,49,64,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400145,2024-11-02T00:00:00,CLE @ MIL,W,48.0,120.5,118.8,114.6,117.7,5.9,1.0,0.705,4.43,22.5,0.229,0.725,0.485,0.073,0.566,0.584,96.6,96.0,80.0,96,0.543,1,1,1,1,15,46,132,90,43,3,21,146,73,117,4,52,79,153,66,1
2024-25,1610612738,BOS,Boston Celtics,0022400141,2024-11-02T00:00:00,BOS @ CHA,W,48.0,111.5,116.5,102.0,106.2,9.5,10.3,0.639,1.53,17.3,0.319,0.75,0.545,0.155,0.537,0.599,101.1,97.0,80.83,97,0.571,1,1,1,1,15,62,51,45,89,124,112,67,51,26,108,92,57,143,45,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400145,2024-11-02T00:00:00,MIL vs. CLE,L,48.0,114.6,117.7,120.5,118.8,-5.9,-1.0,0.558,1.85,18.2,0.275,0.771,0.515,0.135,0.584,0.591,96.6,96.0,80.0,96,0.457,1,94,94,94,15,54,141,97,144,87,86,113,41,70,71,38,71,153,121,1
2024-25,1610612764,WAS,Washington Wizards,0022400147,2024-11-02T00:00:00,WAS @ MIA,L,48.0,94.0,95.1,111.8,114.6,-17.8,-19.4,0.605,1.92,16.8,0.193,0.609,0.413,0.117,0.456,0.489,104.9,103.0,85.83,103,0.457,1,94,94,94,15,177,111,173,115,77,122,168,167,180,40,172,175,49,123,1
2024-25,1610612762,UTA,Utah Jazz,0022400148,2024-11-02T00:00:00,UTA @ DEN,L,48.0,96.6,97.2,119.3,121.7,-22.7,-24.5,0.75,1.0,17.1,0.208,0.582,0.408,0.226,0.5,0.568,107.4,106.0,88.33,106,0.393,1,94,94,94,15,173,157,180,17,174,113,160,180,181,183,132,99,15,173,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400146,2024-11-02T00:00:00,MIN @ SAS,L,48.0,105.3,108.4,117.1,117.7,-11.8,-9.3,0.538,1.62,16.8,0.188,0.738,0.444,0.137,0.543,0.567,97.1,95.5,79.58,95,0.405,1,94,94,94,15,122,132,138,152,112,121,174,60,169,76,85,104,165,164,1
2024-25,1610612758,SAC,Sacramento Kings,0022400143,2024-11-02T00:00:00,SAC @ TOR,L,53.0,109.3,110.3,113.3,112.9,-4.0,-2.6,0.457,1.17,13.5,0.316,0.712,0.505,0.155,0.51,0.561,105.4,105.06,87.55,116,0.485,1,94,94,94,1,113,94,102,181,161,177,72,83,89,110,127,111,21,103,1
2024-25,1610612756,PHX,Phoenix Suns,0022400149,2024-11-02T00:00:00,PHX vs. POR,W,48.0,99.3,100.0,89.9,95.1,9.4,4.9,0.829,2.07,19.5,0.279,0.747,0.537,0.136,0.468,0.502,105.8,102.5,85.42,103,0.59,1,1,1,1,15,160,9,70,3,57,52,111,54,37,73,164,167,57,28,1
2024-25,1610612745,HOU,Houston Rockets,0022400144,2024-11-02T00:00:00,HOU vs. GSW,L,53.0,109.4,113.1,121.0,118.7,-11.5,-5.6,0.614,2.45,17.1,0.364,0.745,0.522,0.103,0.481,0.515,97.6,96.91,80.75,107,0.446,1,94,94,94,1,92,140,122,108,26,115,39,56,63,26,153,159,149,131,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400146,2024-11-02T00:00:00,SAS vs. MIN,W,48.0,117.1,117.7,105.3,108.4,11.8,9.3,0.744,2.46,23.2,0.262,0.813,0.556,0.135,0.596,0.624,97.1,95.5,79.58,96,0.595,1,1,1,1,15,54,65,49,21,25,12,127,13,18,71,31,35,165,23,1
2024-25,1610612746,LAC,LA Clippers,0022400150,2024-11-02T00:00:00,LAC vs. OKC,L,48.0,89.8,92.0,103.6,105.0,-13.8,-13.0,0.719,1.05,16.8,0.264,0.88,0.563,0.22,0.475,0.509,101.9,100.0,83.33,100,0.445,1,94,94,94,15,181,47,151,31,172,122,125,1,15,176,156,163,97,132,1
2024-25,1610612761,TOR,Toronto Raptors,0022400143,2024-11-02T00:00:00,TOR vs. SAC,W,53.0,113.3,112.9,109.3,110.3,4.0,2.6,0.674,1.63,19.1,0.288,0.684,0.495,0.164,0.574,0.603,105.4,105.06,87.55,116,0.515,1,1,1,1,1,93,74,85,63,111,58,103,115,98,124,47,49,21,84,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400142,2024-11-02T00:00:00,PHI vs. MEM,L,48.0,103.1,108.1,121.3,124.0,-18.2,-15.9,0.611,1.57,16.3,0.25,0.61,0.402,0.141,0.511,0.547,103.0,99.5,82.92,99,0.377,1,94,94,94,15,127,165,162,111,119,136,134,166,183,85,123,122,103,177,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400142,2024-11-02T00:00:00,MEM @ PHI,W,48.0,121.3,124.0,103.1,108.1,18.2,15.9,0.729,2.06,23.2,0.39,0.75,0.598,0.17,0.621,0.644,103.0,99.5,82.92,100,0.623,1,1,1,1,15,22,60,25,27,58,13,21,51,4,134,17,20,103,10,1
2024-25,1610612743,DEN,Denver Nuggets,0022400148,2024-11-02T00:00:00,DEN vs. UTA,W,48.0,119.3,121.7,96.6,97.2,22.7,24.5,0.688,1.83,20.4,0.418,0.792,0.592,0.17,0.566,0.591,107.4,106.0,88.33,106,0.607,1,1,1,1,15,30,14,7,52,89,43,7,27,6,133,56,70,15,14,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400149,2024-11-02T00:00:00,POR @ PHX,L,48.0,89.9,95.1,99.3,100.0,-9.4,-4.9,0.459,2.83,12.4,0.253,0.721,0.463,0.059,0.396,0.419,105.8,102.5,85.42,102,0.41,1,94,94,94,15,178,20,117,180,16,184,133,76,150,3,183,184,57,159,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,48.0,133.8,137.0,108.9,114.0,24.9,23.0,0.608,2.38,20.8,0.4,0.68,0.547,0.13,0.637,0.663,103.5,100.0,83.33,100,0.596,1,1,1,1,15,3,105,8,113,30,34,9,121,24,59,6,7,97,21,1
2024-25,1610612758,SAC,Sacramento Kings,0022400135,2024-11-01T00:00:00,SAC @ ATL,W,48.0,115.8,118.3,109.6,110.6,6.2,7.7,0.651,2.0,19.0,0.319,0.8,0.578,0.135,0.545,0.602,105.6,104.0,86.67,104,0.549,1,1,1,1,15,50,78,59,79,60,60,67,21,10,69,79,50,37,61,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400137,2024-11-01T00:00:00,LAL @ TOR,W,48.0,122.4,127.2,115.0,121.4,7.4,5.8,0.69,2.9,19.9,0.313,0.625,0.481,0.097,0.54,0.618,107.9,103.0,85.83,103,0.548,1,1,1,1,15,16,154,64,50,15,48,78,155,122,17,87,40,49,62,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,48.0,117.9,117.6,101.3,107.9,16.5,9.7,0.568,1.92,18.4,0.222,0.778,0.525,0.127,0.592,0.626,104.7,101.5,84.58,102,0.556,1,1,1,1,15,56,59,48,140,75,80,147,37,55,54,34,33,69,53,1
2024-25,1610612743,DEN,Denver Nuggets,0022400139,2024-11-01T00:00:00,DEN @ MIN,L,48.0,112.9,114.9,119.1,119.0,-6.2,-4.1,0.732,2.0,19.6,0.4,0.756,0.552,0.149,0.505,0.554,101.3,100.5,83.75,101,0.473,1,94,94,94,15,73,143,113,24,60,49,9,47,21,97,130,117,85,112,1
2024-25,1610612754,IND,Indiana Pacers,0022400138,2024-11-01T00:00:00,IND @ NOP,L,48.0,114.9,120.4,122.1,127.6,-7.2,-7.1,0.761,2.5,24.1,0.273,0.63,0.469,0.143,0.607,0.623,102.5,98.0,81.67,98,0.479,1,94,94,94,15,34,173,126,15,23,4,115,152,143,89,23,38,123,108,1
2024-25,1610612738,BOS,Boston Celtics,0022400132,2024-11-01T00:00:00,BOS @ CHA,W,48.0,123.5,125.3,108.7,111.2,14.8,14.0,0.512,2.1,15.7,0.333,0.66,0.505,0.101,0.552,0.611,100.3,98.5,82.08,99,0.616,1,1,1,1,15,21,80,29,166,50,149,53,135,84,22,69,44,115,11,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,48.0,108.9,114.0,133.8,137.0,-24.9,-23.0,0.692,1.42,19.1,0.32,0.6,0.453,0.19,0.56,0.59,103.5,100.0,83.33,100,0.404,1,94,94,94,15,82,184,179,49,133,57,66,176,163,162,62,73,97,166,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400139,2024-11-01T00:00:00,MIN vs. DEN,W,48.0,119.1,119.0,112.9,114.9,6.2,4.1,0.791,2.0,23.6,0.244,0.6,0.448,0.17,0.627,0.654,101.3,100.5,83.75,100,0.527,1,1,1,1,15,42,114,74,11,60,7,140,176,166,134,11,14,85,75,1
2024-25,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,48.0,97.9,99.0,123.8,129.3,-25.9,-30.3,0.561,1.05,17.7,0.195,0.66,0.451,0.222,0.574,0.583,101.7,99.0,82.5,99,0.395,1,94,94,94,15,170,180,183,143,172,104,167,135,164,179,45,81,109,171,1
2024-25,1610612761,TOR,Toronto Raptors,0022400137,2024-11-01T00:00:00,TOR vs. LAL,L,48.0,115.0,121.4,122.4,127.2,-7.4,-5.8,0.673,3.18,22.0,0.375,0.688,0.519,0.107,0.533,0.554,107.9,103.0,85.83,103,0.452,1,94,94,94,15,33,171,123,65,9,23,31,109,65,30,98,116,49,125,1
2024-25,1610612741,CHI,Chicago Bulls,0022400136,2024-11-01T00:00:00,CHI @ BKN,L,48.0,107.1,108.7,118.0,118.8,-10.9,-10.1,0.632,1.5,16.9,0.302,0.783,0.525,0.155,0.528,0.568,103.1,102.0,85.0,103,0.421,1,94,94,94,15,120,142,141,95,127,118,88,31,55,111,102,100,61,151,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,48.0,118.0,118.8,107.1,108.7,10.9,10.1,0.694,3.09,23.4,0.217,0.698,0.475,0.109,0.58,0.602,103.1,102.0,85.0,101,0.579,1,1,1,1,15,45,66,46,48,12,9,155,98,131,32,42,51,61,36,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400138,2024-11-01T00:00:00,NOP vs. IND,W,48.0,122.1,127.6,114.9,120.4,7.2,7.1,0.571,3.5,19.2,0.37,0.727,0.531,0.082,0.545,0.572,102.5,98.0,81.67,98,0.521,1,1,1,1,15,14,153,61,136,8,56,34,70,43,6,80,93,123,79,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400135,2024-11-01T00:00:00,ATL vs. SAC,L,48.0,109.6,110.6,115.8,118.3,-6.2,-7.7,0.732,2.31,20.7,0.2,0.681,0.422,0.125,0.549,0.575,105.6,104.0,86.67,104,0.451,1,94,94,94,15,109,136,128,24,36,37,164,119,177,52,72,91,37,126,1
2024-25,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,48.0,123.8,129.3,97.9,99.0,25.9,30.3,0.596,3.1,21.1,0.34,0.805,0.549,0.101,0.604,0.607,101.7,99.0,82.5,99,0.605,1,1,1,1,15,7,17,4,119,11,29,50,20,23,22,25,45,109,16,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400132,2024-11-01T00:00:00,CHA vs. BOS,L,48.0,108.7,111.2,123.5,125.3,-14.8,-14.0,0.476,1.25,14.8,0.34,0.667,0.495,0.163,0.566,0.566,100.3,98.5,82.08,98,0.384,1,94,94,94,15,107,166,158,175,150,159,50,133,103,120,52,105,115,176,1
2024-25,1610612753,ORL,Orlando Magic,0022400133,2024-11-01T00:00:00,ORL @ CLE,L,48.0,101.3,107.9,117.9,117.6,-16.5,-9.7,0.634,1.86,18.7,0.222,0.778,0.475,0.139,0.517,0.542,104.7,101.5,84.58,101,0.444,1,94,94,94,15,128,131,139,92,84,73,147,37,131,80,117,128,69,134,1
2024-25,1610612745,HOU,Houston Rockets,0022400129,2024-10-31T00:00:00,HOU @ DAL,W,48.0,107.1,116.1,108.7,107.4,-1.7,8.8,0.525,2.1,15.1,0.417,0.75,0.565,0.108,0.454,0.496,97.3,94.0,78.33,93,0.521,1,1,1,1,15,66,57,52,157,50,154,8,51,14,31,173,171,175,80,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400129,2024-10-31T00:00:00,DAL vs. HOU,L,48.0,108.7,107.4,107.1,116.1,1.7,-8.8,0.538,2.1,16.5,0.25,0.583,0.435,0.105,0.518,0.544,97.3,94.0,78.33,95,0.479,1,94,94,94,15,130,121,135,152,50,132,134,179,173,28,115,124,175,107,1
2024-25,1610612756,PHX,Phoenix Suns,0022400131,2024-10-31T00:00:00,PHX @ LAC,W,48.0,127.1,123.8,117.5,119.0,9.6,4.8,0.69,2.42,20.9,0.205,0.66,0.447,0.119,0.622,0.663,99.8,100.5,83.75,101,0.533,1,1,1,1,15,23,143,73,50,28,32,161,135,167,43,14,8,85,72,1
2024-25,1610612762,UTA,Utah Jazz,0022400130,2024-10-31T00:00:00,UTA vs. SAS,L,48.0,86.8,88.0,103.8,105.0,-17.0,-17.0,0.594,0.73,13.9,0.353,0.727,0.547,0.26,0.433,0.487,101.7,100.5,83.75,100,0.39,1,94,94,94,15,182,46,166,124,186,172,46,70,25,185,178,176,85,175,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400128,2024-10-31T00:00:00,MEM vs. MIL,W,48.0,115.5,116.2,94.0,96.1,21.5,20.1,0.605,1.53,18.3,0.268,0.82,0.598,0.162,0.573,0.638,105.5,104.0,86.67,105,0.675,1,1,1,1,15,64,11,13,116,126,82,120,8,3,119,48,28,37,3,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400128,2024-10-31T00:00:00,MIL @ MEM,L,48.0,94.0,96.1,115.5,116.2,-21.5,-20.1,0.488,2.0,14.9,0.18,0.732,0.402,0.097,0.474,0.474,105.5,104.0,86.67,103,0.325,1,94,94,94,15,176,123,174,171,60,157,179,67,184,17,157,179,37,184,1
2024-25,1610612746,LAC,LA Clippers,0022400131,2024-10-31T00:00:00,LAC vs. PHX,L,48.0,117.5,119.0,127.1,123.8,-9.6,-4.8,0.6,1.93,18.8,0.34,0.795,0.553,0.14,0.548,0.582,99.8,100.5,83.75,100,0.467,1,94,94,94,15,42,164,114,117,72,72,50,25,20,82,74,82,85,115,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400130,2024-10-31T00:00:00,SAS @ UTA,W,48.0,103.8,105.0,86.8,88.0,17.0,17.0,0.658,2.27,17.7,0.273,0.647,0.453,0.109,0.478,0.519,101.7,100.5,83.75,101,0.61,1,1,1,1,15,141,5,21,74,39,102,115,141,162,32,154,156,85,12,1
2024-25,1610612761,TOR,Toronto Raptors,0022400117,2024-10-30T00:00:00,TOR @ CHA,L,48.0,126.4,129.1,129.0,134.0,-2.5,-4.9,0.712,2.64,23.6,0.429,0.604,0.522,0.136,0.621,0.638,106.1,103.0,85.83,103,0.51,1,94,94,94,15,9,182,115,38,20,8,6,172,62,73,16,27,49,86,1
2024-25,1610612741,CHI,Chicago Bulls,0022400123,2024-10-30T00:00:00,CHI vs. ORL,W,48.0,101.0,100.0,98.2,97.1,2.8,2.9,0.639,1.53,17.0,0.216,0.865,0.544,0.147,0.506,0.537,100.9,102.0,85.0,102,0.507,1,1,1,1,15,160,13,80,89,124,116,157,2,29,96,129,133,61,88,1
2024-25,1610612746,LAC,LA Clippers,0022400127,2024-10-30T00:00:00,LAC vs. POR,L,48.0,106.1,111.7,107.9,111.6,-1.7,0.1,0.634,1.86,18.8,0.327,0.679,0.5,0.149,0.528,0.536,98.6,94.5,78.75,94,0.505,1,94,94,94,15,103,82,93,92,84,66,55,122,90,101,103,136,169,89,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400118,2024-10-30T00:00:00,LAL @ CLE,L,48.0,102.3,104.8,125.8,127.6,-23.5,-22.9,0.553,1.0,15.7,0.22,0.81,0.518,0.2,0.532,0.601,107.0,105.0,87.5,105,0.421,1,94,94,94,15,143,174,178,147,174,149,153,15,67,170,99,52,23,150,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400117,2024-10-30T00:00:00,CHA vs. TOR,W,48.0,129.0,134.0,126.4,129.1,2.5,4.9,0.633,1.94,20.4,0.396,0.571,0.478,0.155,0.628,0.657,106.1,103.0,85.83,103,0.49,1,1,1,1,15,5,178,72,94,71,42,15,181,125,111,9,11,49,101,1
2024-25,1610612754,IND,Indiana Pacers,0022400119,2024-10-30T00:00:00,IND vs. BOS,W,53.0,114.8,112.5,111.3,112.8,3.6,-0.3,0.66,1.74,19.3,0.345,0.676,0.528,0.158,0.553,0.589,107.0,107.32,89.43,120,0.543,1,1,1,1,1,98,93,95,71,100,55,47,125,49,114,68,74,11,65,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400126,2024-10-30T00:00:00,NOP @ GSW,L,48.0,92.9,94.7,111.0,111.8,-18.1,-17.1,0.727,1.6,17.1,0.361,0.696,0.505,0.16,0.428,0.45,94.8,93.5,77.92,94,0.41,1,94,94,94,15,179,85,167,28,113,113,40,100,88,115,181,182,177,160,1
2024-25,1610612753,ORL,Orlando Magic,0022400123,2024-10-30T00:00:00,ORL @ CHI,L,48.0,98.2,97.1,101.0,100.0,-2.8,-2.9,0.714,2.08,18.8,0.135,0.784,0.456,0.118,0.471,0.522,100.9,102.0,85.0,102,0.493,1,94,94,94,15,174,20,107,36,54,68,185,30,158,42,160,153,61,99,1
